,road_name,gender
3974,Prinses Marijke straat,female
3975,Printer straat,male
3976,Processor straat,male
3977,Prof. H. Bavinck straat,male
3978,Prof. Ph. Kohnstamm straat,male
3979,Prof. R. Casimir straat,male
3980,Prof. Tulp plein,male
3981,Provinciale weg,female
3982,Puiflijk pad,null
3983,Pumori plein,null
3984,Punters pad,null
3985,Purmer plein,null
3986,Purmer weg,null
3987,Purperhoedenveem,null
3988,Putten pad,null
3989,Putter plantsoen,male
3990,Putter straat,male
3991,PyreneeëN,null
3992,Pythagoras straat,male
3993,Quellijn straat,null
3994,Quinten Massijs straat,male
3995,R. Castelijn straat,null
3996,R.J.H. Fortuyn plein,null
3997,R.J.H. Fortuyn straat,null
3998,Raadhuis straat,null
3999,Raamdwars straat,null
4000,Raam gracht,male
4001,Raam plein,male
4002,Raampoort,null
4003,Raam steeg,male
4004,Radar weg,male
4005,Radboud,male
4006,Rademaker straat,male
4007,Raden Adjeng Kartini straat,male
4008,Raderboot straat,null
4009,Raoul Wallenberghofje,male
4010,Raoul Wallenberg straat,male
4011,Rapen burg,male
4012,Rapenburger plein,null
4013,Rapenburger straat,null
4014,Rapengang,null
4015,Raphael Lemkin straat,male
4016,RaphaëL plein,male
4017,RaphaëL straat,male
4018,Ravenstein plein,null
4019,Ravenstein straat,null
4020,Raven straat,male
4021,Ravenswaai pad,null
4022,Ravenwerf,null
4023,Radio weg,male
4024,Rai Parking 9-10,male
4025,Rail-Construction Road,male
4026,Ramskooi,null
4027,Randmeer singel,null
4028,Rand weg,male
4029,Randwijk hof,null
4030,Rangeerder straat,null
4031,Ranonkel kade,male
4032,Ranonkul laan,null
4033,Reinier Claeszen plein,male
4034,Recht Boomssloot,female
4035,Recycle Point,male
4036,Reesluis,null
4037,Ree straat,male
4038,Reewijk plein,null
4039,Regge straat,male
4040,Reguliersbree straat,null
4041,Reguliersdwars straat,null
4042,Reguliers gracht,null
4043,Reigersbos,null
4044,Reigersbosachterom,null
4045,Reigersbos dreef,null
4046,Reigersbos pad,null
4047,Reiger weg,male
4048,Reijnier Vinkeles kade,null
4049,Reimerswaal straat,null
4050,Reina Prinsen Geerligs straat,female
4051,Scheepmakers kade,null
4052,Reinier Claeszen straat,male
4053,Reinier Engelman straat,male
4054,Reinveen,null
4055,Reitdiep straat,null
4056,Reitz straat,male
4057,Reizigers weg,null
4058,Reling,null
4059,Rembrandt park,male
4060,Rembrandt plein,male
4061,Remijden,null
4062,Remmerden plein,null
4063,Rengerskerke straat,null
4064,Renkum hof,null
4065,Renooi plein,null
4066,Renswoude straat,null
4067,Reseda straat,female
4068,Retief straat,male
4069,Retiro brug,male
4070,Revaleiland,null
4071,Reyer Anslo straat,male
4072,Rhea straat,female
4073,Rudi Van Dantzig straat,male
4074,Rhenen hof,male
4075,Rhijnestein,null
4076,Rhijnspoor plein,null
4077,Rhijnvis Feith straat,null
4078,Rhodos weg,null
4079,RhôNe weg,null
4080,Ribes straat,female
4081,Richard Hol straat,male
4082,Richard Wagner straat,male
4083,Ridderspoor weg,null
4084,Rie Mastenbroek straat,female
4085,Riekerhaven brug,null
4086,Rieker weg,male
4087,Rode Kruis straat,male
4088,Schokland straat,null
4089,Rietland park,null
4090,Rietlandterras,null
4091,Rietnesse,null
4092,Riet veld SchröDer pad,female
4093,Rietwijker straat,null
4094,Rietzanger weg,null
4095,Riga kade,female
4096,Rigel straat,male
4097,Rijgersborgh,null
4098,Rijksstraat weg,null
4099,Rijn kade,male
4100,Rijnland laan,null
4101,Rijnsburg straat,null
4102,Rijn straat,male
4103,Rijsbes straat,null
4104,Rijssenburg hof,null
4105,Rijswijk straat,null
4106,Rijtuigen hof,null
4107,Ring dijk,male
4108,Ring dijk Blijkmeer,male
4109,Ringslang pad,null
4110,Rodenrijs straat,null
4111,Roebel kade,null
4112,Roelant straat,male
4113,Rudolf Agricola straat,male
4114,Ring weg-Noord,male
4115,Roelof Hart plein,male
4116,Roelof Hart straat,male
4117,Roelof Klein pad,male
4118,Roemer,male
4119,Ring weg-Oost,male
4120,Ring weg-Zuid,male
4121,Rinus Michels laan,male
4122,Riouw straat,male
4123,Rita Reys brug,female
4124,Ritzema Bos straat,null
4125,Robbert Cijfer straat,male
4126,Robert Douma straat,male
4127,Robert Fruin laan,male
4128,Robert Koch plantsoen,male
4129,Robert Scott plein,male
4130,Robert Scott straat,male
4131,RobiëNna brug,null
4132,Rochussen straat,null
4133,Ring weg-West,male
4134,Rocket straat,male
4135,Rode Brug,male
4136,Roemer Visscher straat,male
4137,Roepie Kruize straat,null
4138,Roer straat,male
4139,Roeselare straat,null
4140,Roesiel,null
4141,Roeters straat,male
4142,Roggeveen straat,null
4143,Rokin,male
4144,Rolleman straat,null
4145,Rombout Hogerbeets straat,male
4146,Romeinsarm steeg,null
4147,Romero straat,male
4148,Rondeel,null
4149,Rookmelder straat,null
4150,Roomolen straat,null
4151,Roompot straat,null
4152,Roomtuintjes,null
4153,Salzmann hof,null
4154,Roosevelt laan,male
4155,Roosje Vos pad,female
4156,Roosje Vos straat,female
4157,Rooswijck,null
4158,Rosa Luxemburg straat,female
4159,Rosa Manus straat,female
4160,Rosa Overbeek brug,female
4161,Roseboom,null
4162,Rosendaal straat,null
4163,Sam De Wolff straat,male
4164,Rotterdamse pad,female
4165,Rousseau straat,male
4166,Rozenboom steeg,null
4167,Rozenburg laan,null
4168,Rozengang,null
4169,Rozen gracht,female
4170,Rozen laan,female
4171,Rozenoord pad,null
4172,Rozen straat,female
4173,Rozijnen straat,null
4174,Rubens straat,male
4175,Rudi Bloemgarten singel,male
4176,Schaepman straat,null
4177,Rudolf Diesel straat,male
4178,Rudolf Nurejev straat,male
4179,Ruigoord,null
4180,Ruijgoord weg,null
4181,Ruimzicht,null
4182,Ruisbeek hof,null
4183,Ruiseveen pad,null
4184,Ruisriet straat,null
4185,Rumbeke,null
4186,Rumphius straat,null
4187,Run straat,male
4188,Rusland,male
4189,Rustenburgerdwars straat,null
4190,Rustenburger straat,null
4191,Rusthof pad,null
4192,Rusthof straat,null
4193,Ruwels pad,null
4194,Ruwelswal,null
4195,Ruys De Beerenbrouck straat,male
4196,Ruysch straat,null
4197,Ruysdael kade,male
4198,Ruysdael straat,male
4199,RéAumur straat,null
4200,RöNtgen straat,null
4201,S. F. Van Oss straat,null
4202,Saaftinge straat,null
4203,Saenredam straat,null
4204,Saffier straat,null
4205,Sagitta hof,female
4206,Sajet plein,null
4207,Salamander brug,male
4208,Salamander steeg,male
4209,Salentein pad,null
4210,Salland straat,null
4211,Saltet straat,null
4212,Sam Van Houten straat,male
4213,Samenwerking,null
4214,Samos straat,male
4215,Sandenburch,null
4216,Sanderijn straat,female
4217,Sandhorst,null
4218,Sandino straat,male
4219,Sandwijk,null
4220,Sanne Sannes hof,female
4221,Santorini weg,male
4222,Sape Kuiper plantsoen,male
4223,Sara Burgerhart straat,female
4224,Sarah Vaughan straat,female
4225,Sardinië Weg,null
4226,Sarphati kade,null
4227,Sarphati park,null
4228,Schager laan,null
4229,Schaik straat,null
4230,Schakel straat,null
4231,Schalkwijk pad,null
4232,Schapenburger pad,null
4233,Schapen steeg,null
4234,Scharen burg,null
4235,Schollenbrug pad,null
4236,Sarphati straat,null
4237,Saskia Van Uijlenburg kade,female
4238,Sassenheim straat,null
4239,Saturnus straat,male
4240,Sausalito laan,male
4241,Savelsbos,null
4242,Saxen-Weimar laan,male
4243,Saxenburgerdwars straat,null
4244,Saxenburger straat,null
4245,Scanner straat,male
4246,Schaaf straat,null
4247,Schaarbeek straat,null
4248,Schaarsbergen straat,null
4249,Scheepsbouwers weg,null
4250,Scheepsbouw kade,null
4251,Scheepsbouw weg,null
4252,Scheepsjongen plein,null
4253,Scheepstimmerman straat,null
4254,Schelde plein,null
4255,Schelde straat,null
4256,Schellingwouder Kerkepads brug,null
4257,Schellingwouder dijk,null
4258,Schelluinen straat,null
4259,Schelvisch Hoofd,null
4260,Schepenberg weg,null
4261,Schollenbrug straat,null
4262,Schone Wees pad,male
4263,Schepen laan,null
4264,Schermer straat,male
4265,Scherpenzeel straat,null
4266,Schieman straat,null
4267,Schiermonnikoog straat,null
4268,Schierstins,null
4269,Schilling dijk,female
4270,Schimmel straat,female
4271,Schinkelhaven kade,null
4272,Schinkelhaven straat,null
4273,Schinkel kade,female
4274,Schipbeek straat,null
4275,Schipluiden laan,null
4276,Schipmolen,null
4277,Schippers gracht,female
4278,Schippers straat,female
4279,Schoener straat,null
4280,Schoenmakersgang,null
4281,Schoffel straat,null
4282,Schokkerjacht dijk,null
4283,Schokkers pad,null
4284,Schonerwoerd straat,null
4285,Schoolmeester straat,null
4286,School pad,male
4287,Schooltuin pad,null
4288,Schoonboom straat,null
4289,Schoonhoven dreef,null
4290,Schoorl straat,null
4291,Schoorsteenvegers pad,null
4292,Schoorsteenvegers steeg,null
4293,Schopenhauer hof,male
4294,Schorpioen straat,null
4295,Schor straat,male
4296,Schotse Hooglanden,null
4297,Schotse Huizen pad,null
4298,Schottenburchs brug,null
4299,Schouten steeg,male
4300,Schouw straat,null
4301,Schoven straat,null
4302,Schubert straat,male
4303,Schuitenhuis straat,null
4304,Schurenberg weg,null
4305,Schuttersgalerij,null
4306,Schutter weg,null
4307,Schweigmann straat,null
4308,Scotuslaantje,null
4309,Sean Macbride straat,male
4310,Seifert plein,male
4311,Sinderen straat,null
4312,Seine weg,male
4313,Seinwachter straat,null
4314,Seizoenen hof,null
4315,Sem Presser hof,male
4316,Semarang straat,male
4317,Seneca straat,male
4318,Senefelder straat,null
4319,Serang brug,male
4320,Serang gracht,male
4321,Serge Lifar steeg,male
4322,Servaes Nouts straat,male
4323,Servet steeg,male
4324,Sextant weg,null
4325,Shackleton straat,male
4326,Shetland pad,female
4327,Siboga straat,null
4328,Sibrandus Stratingh straat,null
4329,Sicilië Weg,null
4330,Sieg Vaz Dias straat,male
4331,Sint-Jans brug,male
4332,Sint-Truiden straat,male
4333,Sirius straat,male
4334,Sirkeci brug,male
4335,Sierenborch,null
4336,Sier plein,male
4337,Sieverdink pad,null
4338,Sijlhoff,null
4339,Sijpestein,null
4340,Sijsjesberg weg,null
4341,Sijsjes straat,null
4342,Sikkel straat,null
4343,Silene straat,female
4344,Silodam,null
4345,Silvolde straat,null
4346,Silvretta,null
4347,Simon Carmiggelt brug,male
4348,Simon Carmiggelt straat,male
4349,Simon Stevin straat,male
4350,Simon Van Gijn pad,male
4351,Simon Van Woerden straat,male
4352,Simone De Beauvoir straat,female
4353,Simonshaven straat,null
4354,Simonskerke straat,null
4355,Simplon,null
4356,Simson straat,male
4357,Sinaasappel straat,null
4358,Slingerbeek straat,null
4359, Singel,male
4360,Singer straat,male
4361,Sinjeur Semeyns straat,null
4362,Sint Agnieten straat,male
4363,Sint Andries hof,male
4364,Sint Annendwars straat,male
4365,Sint Annen straat,male
4366,Sint Antoniesbree straat,male
4367,Sint Antoniesluis,male
4368,Sint Barberen straat,male
4369,Sint Bernhardpas,male
4370,Sint Geertruiden steeg,male
4371,Sint Gilles hof,male
4372,Sint Jacobsdwars straat,male
4373,Sint Jacobs straat,male
4374,Sint Jans straat,male
4375,Sint Joris steeg,male
4376,Sint Joris straat,male
4377,Sint LuciëN steeg,male
4378,Sint Nicolaas straat,male
4379,Sint Olofspoort,male
4380,Sint Olofs steeg,male
4381,Sint Pietershal steeg,male
4382,Sint Pieterspoort steeg,male
4383,Sint Willibrordusdwars straat,male
4384,Sint Willibrordus straat,male
4385,Sint-Hubert pad,male
4386,Sixhaven weg,null
4387,SkûTsjes pad,null
4388,Slaak straat,null
4389,Slagersgang,null
4390,Slangen burg,null
4391,Slangenwortel,null
4392,Slapers steeg,null
4393,Slatuinen weg,null
4394,Slauerhoff straat,null
4395,Sleewijk straat,null
4396,Slego,null
4397,Slepers steeg,null
4398,Sleutelbloem straat,null
4399,Sleutel brug,null
4400,Slibvelden weg,null
4401,Slichtenhorst straat,null
4402,Sliedrecht straat,null
4403,Slijk straat,null
4404,Slijper weg,null
4405,Slijter straat,null
4406,Slikkerveer straat,null
4407,Slimme weg,null
4408,Slinger laan,male
4409,Slochter weg,null
4410,Sloe straat,male
4411,Slootdorp straat,null
4412,Sloot straat,null
4413,Sloterdijker brug,null
4414,Sloterdijker weg,null
4415,Sloterdijk steeg,null
4416,Sloterdijk straat,null
4417,Sloter kade,null
4418,Slotermeer laan,null
4419,Snorrenhoef straat,null
4420,Society brug,female
4421,Socrates straat,male
4422,Soembawa straat,null
4423,Sloter weg,null
4424,Slufter,null
4425,Sluis straat,null
4426,Smak steeg,male
4427,Smaragd plein,female
4428,Smaragd straat,female
4429,Smederij,male
4430,Smederij Meister brug,male
4431,Smit straat,female
4432,Sneeuwbal straat,null
4433,Sneeuwbal weg,null
4434,Snellerwaard gracht,null
4435,Snelleveld plein,null
4436,Snelleveld straat,null
4437,Snellius straat,null
4438,Snijdersberg weg,null
4439,Snodenhoek park,null
4440,Snoekjes brug,null
4441,Snoekjes gracht,null
4442,Snoekjes steeg,null
4443,Soestdijk straat,null
4444,Soesterberg hof,null
4445,Soetendaal,null
4446,Software weg,male
4447,Solebay straat,null
4448,Solitudo brug,male
4449,Solitudo laan,male
4450,Solitudo pad,male
4451,Solo straat,male
4452,Somerlust pad,null
4453,Sommelsdijk straat,null
4454,Sonderbuur,null
4455,Sonia Gaskell straat,female
4456,Sonja Henie pad,female
4457,Sonne veld,female
4458,Sontvaarder straat,null
4459,Sophia laan,female
4460,Sophie Redmond plein,female
4461,Spaanse Brabander straat,null
4462,Spakenburg straat,null
4463,Spinoza straat,male
4464,Spitskop straat,null
4465,Spaarndammer dijk,null
4466,Spaarndammer plantsoen,null
4467,Spaarndammer straat,null
4468,Spaarndammertunnel,null
4469,Spaarnwouder dijk,null
4470,Spaarpot steeg,null
4471,Spadina laan,null
4472,Spa hof,female
4473,Spinnekop,null
4474,Spinoza hof,male
4475,Splinter Bakkers steeg,male
4476,Spakler weg,null
4477,Spanderswoud straat,null
4478,Spangen hof,null
4479,Spankeren kade,null
4480,Sparren laan,null
4481,Sparren weg,null
4482,Specht laan,female
4483,Specht straat,female
4484,Speelman straat,null
4485,Speerdistel straat,null
4486,Speer straat,male
4487,Spelderholt,null
4488,Spengen pad,null
4489,Sperwer laan,null
4490,Speulde straat,null
4491,Spica straat,female
4492,Spiegel brug,male
4493,Spiegel gracht,male
4494,Spijkerboor steeg,null
4495,Spijker kade,null
4496,Spijtellaantje,null
4497,Spinaker,null
4498,Spinaker hof,null
4499,Spinhuis steeg,null
4500,Spoor pad,null
4501,Spoorslag,null
4502,Sporaden laan,null
4503,Sportas,null
4504,Sport laan,male
4505,Sport park De Weeren,male
4506,Sport park Kadoelen,male
4507,Sport park Oostzanerwerf,male
4508,Sport park Sloten,male
4509,Sport park Spieringhorn,male
4510,Sportpark laan,null
4511,Sport straat,male
4512,Spreeuwen laan,null
4513,Spreeuwen park,null
4514,Sprinkler straat,male
4515,Spui,female
4516,Tegenhouder straat,null
4517,Spui straat,female
4518,Spyridon Louis weg,male
4519,St Hubert pad,null
4520,St. Thomas steeg,null
4521,Staal kade,male
4522,Staalman park,null
4523,Staalmeesters laan,null
4524,Staal straat,male
4525,Staatslieden brug,null
4526,Stade De Colombes,null
4527,Starrenbosch straat,null
4528,Statenjacht straat,null
4529,Station Ganzenhoef,female
4530,Stadhouders kade,null
4531,Stadion kade,null
4532,Stadion plein,null
4533,Station Noord,female
4534,Station Rai,female
4535,Station Zuid,female
4536,Stations plein,null
4537,Staverden plein,null
4538,Steelvliet plein,null
4539,Steenbok straat,null
4540,Steenderen straat,null
4541,Stadion weg,null
4542,Stag hof,male
4543,Stammer dijk,male
4544,Stammerland weg,null
4545,Stapels,null
4546,Staring plein,null
4547,Staring straat,null
4548,Steengroeven pad,null
4549,Steenhouwersgang,null
4550,Steenhouwers steeg,null
4551,Steiger 1,null
4552,Steiger 2,null
4553,Steiger 3,null
4554,Steiger 4,null
4555,Steiger 5,null
4556,Steiger 6,null
4557,Steiger 7,null
4558,Steiger 8,null
4559,Steiger A,null
4560,Steiger B,null
4561,Steiger C,null
4562,Steiger D,null
4563,Stekkenberg weg,null
4564,Stellendam straat,null
4565,Stelling weg,null
4566,Stenen Beer,null
4567,Stenen Hoofd,null
4568,Stenendok weg,null
4569,Steng hof,female
4570,Stentor straat,male
4571,Stephenson straat,male
4572,Stepping Stones,female
4573,Sterappel straat,null
4574,Sterken burg,male
4575,Sterren plein,null
4576,Sterren straat,null
4577,Stettineiland,null
4578,Steve Biko plein,male
4579,Steven Van Dorpel pad,male
4580,Steven Vennecool straat,male
4581,Sticht straat,null
4582,Stieltjes straat,null
4583,Stier straat,male
4584,Stintse pad,null
4585,Stoel En Spree hof,null
4586,Stoelenmatters pad,null
4587,Stoker kade,male
4588,Stolwijk straat,null
4589,Stompetoren straat,null
4590,Stromboli weg,null
4591,Struisgras straat,null
4592,Stoomboot weg,null
4593,Stoomgemaal straat,null
4594,Storm steeg,male
4595,Stormvloedkering straat,null
4596,Stoutenburg gracht,null
4597,Stracké Straat,null
4598,Stralsund brug,null
4599,Strandvliet pad,null
4600,Strawinsky laan,null
4601,Streefkerk straat,null
4602,Strekker weg,null
4603,Stromarkt,null
4604,Stuurman kade,null
4605,Stuyvesant straat,male
4606,Subang straat,male
4607,Suikerbakkers steeg,null
4608,Suikerdiefje straat,null
4609,Suikerpeer pad,null
4610,Suiker plein,null
4611,Sumatra kade,male
4612,Sumatra plantsoen,male
4613,Sumatra straat,male
4614,Suriname kade,male
4615,Suriname plein,male
4616,Suriname straat,male
4617,Suze Groeneweg plantsoen,female
4618,Suze Robertson straat,female
4619,Swalm straat,null
4620,Swammerdam straat,null
4621,Sylvia pad,female
4622,Taandwars straat,null
4623,Taan straat,female
4624,Tafelberg weg,null
4625,Tak steeg,female
4626,Talbot straat,male
4627,Talma straat,female
4628,Taman Sapituin,male
4629,Tamarisk hof,female
4630,Tartaud-Klein hof,male
4631,Tasman straat,male
4632,Teerketel steeg,null
4633,Tefelen straat,null
4634,Tegelarij pad,null
4635,Teilingen,null
4636,Teixeira De Mattos straat,male
4637,Tekkop straat,null
4638,Telders hof,null
4639,Teleport boulevard,null
4640,Telescoop hof,null
4641,Tempelhof straat,null
4642,Ten Kate plein,male
4643,Ten Kate straat,male
4644,Tender straat,female
4645,Tenerife straat,male
4646,Teniers straat,null
4647,Ter Gouw straat,male
4648,Ter Haar straat,male
4649,Ter Kleef,male
4650,Terheide weg,null
4651,Terlet straat,null
4652,Termieter gouw,null
4653,Termieter weg,null
4654,Titus Van Rijn straat,male
4655,Tjasker,null
4656,Tweede Egelantiersdwars straat,male
4657,Termini,female
4658,Ternate straat,null
4659,Terp straat,female
4660,Terschelling straat,male
4661,Tervuren pad,null
4662,Tesla straat,female
4663,Tesselschade straat,null
4664,Teteringen straat,null
4665,Tetje De Jong brug,null
4666,Teuge straat,null
4667,Texel plein,male
4668,Texel weg,male
4669,Teyler plein,male
4670,Th. J. Lammers laan,null
4671,Th. K. Van Lohuizen laan,null
4672,Th. Weevers weg,null
4673,Theems weg,null
4674,Theo Fransman brug,male
4675,Theo Frenkel hof,male
4676,Theo Koomen pad,male
4677,Theo Mann-Bouwmeester hof,male
4678,Theo Thijssen hof,male
4679,Theo Van Doesburg straat,male
4680,Theodoor Van Hoytema straat,male
4681,Theodorus Dobbe straat,male
4682,Theodorus Majofski straat,male
4683,Theophile De Bock brug,male
4684,Theophile De Bock straat,male
4685,Theophilus straat,male
4686,Theseus straat,male
4687,Thijs Hendriksen pad,male
4688,Tholen straat,null
4689,Tjepma pad,null
4690,Thomas Prins laan,male
4691,Thomas R. Malthus straat,male
4692,Thomas Van Aquino straat,male
4693,Thomas Van Erpe hof,male
4694,Thomas à Kempis straat,male
4695,Thorbecke plein,null
4696,Thorn Prikker straat,male
4697,ThéRèSe Schwartze plein,female
4698,ThéRèSe Schwartze straat,female
4699,Tichel straat,null
4700,Tidore straat,null
4701,Tiel straat,male
4702,Tienen pad,null
4703,Tiengemeten straat,null
4704,Tienraai kade,null
4705,Tijdelijke Ontsluitings weg Holysloot,null
4706,Tijl Uilenspiegel straat,male
4707,Tijnmuiden,null
4708,Tilanus straat,null
4709,Timo Smeehuijzen brug,male
4710,Timor plein,male
4711,Timor straat,male
4712,Tintoretto straat,null
4713,Titiaan straat,male
4714,Titus Brandsma brug,male
4715,Tjerk Hiddes De Vries straat,male
4716,Tjotters pad,null
4717,Tobias Asser laan,male
4718,Tobias M.C. Asser straat,male
4719,Toetsenbord weg,null
4720,Tofana,null
4721,Tolbrug straat,null
4722,Toldwars straat,null
4723,Tolhuis weg,null
4724,Tolkamer straat,null
4725,Tollens straat,null
4726,Tollien Schuurman brug,female
4727,Tolsende straat,null
4728,Tol straat,male
4729,Tom Schreurs weg,male
4730,Tomaten straat,null
4731,Tomini straat,null
4732,Ton De Leeuw straat,male
4733,Ton Van Duinhoven hof,male
4734,Tonden pad,null
4735,Tongelaer,null
4736,Tongeren straat,null
4737,Top Naeff straat,male
4738,Top Rincker straat,male
4739,Topaas straat,null
4740,Topkapi pad,male
4741,Torenmolen,null
4742,Torensluis,null
4743,Toren steeg,female
4744,Torenven,null
4745,Torres straat,male
4746,Torricelli straat,male
4747,Tosari straat,null
4748,Tosarituin,null
4749,Tourniaire straat,null
4750,Toutenburg straat,null
4751,Touw baan,male
4752,Touwbaan park,null
4753,Touwslager straat,null
4754,Transformator weg,null
4755,Transvaal kade,male
4756,Transvaal plein,male
4757,Transvaal straat,male
4758,Trapjes brug,null
4759,Treeft steeg,null
4760,Treiler hof,null
4761,Tretjakov laan,null
4762,Tricht straat,null
4763,Trijn Hulleman laan,female
4764,Tritoma laan,null
4765,Tweede Coentunnel,male
4766,Tweede Goudsbloemdwars straat,male
4767,Troelstra laan,null
4768,Troepiaal singel,null
4769,Trompenburg straat,null
4770,Trompettersgang,null
4771,Trompetters steeg,null
4772,Truus Wijsmuller brug,female
4773,Tt. Melania weg,null
4774,Tt. Melissa weg,null
4775,Tt. Neverita weg,null
4776,Tt. Vasum weg,null
4777,Tugela weg,male
4778,Tuiger straat,null
4779,Tuil straat,male
4780,Tuimelaar straat,null
4781,Tuin Van Hera,male
4782,Tweede Constantijn Huygens straat,male
4783,Tuinbouw straat,null
4784,Tuinderij laan,null
4785,Tuin straat,male
4786,Tula straat,female
4787,Turbine straat,male
4788,Turbinetanker Vasum weg,null
4789,TurbóN,null
4790,Turfdraagster pad,null
4791,Turf steeg,male
4792,Turner straat,male
4793,Turnhout plantsoen,female
4794,Tussen De Bogen,female
4795,Tussen Kadijken,female
4796,Tussen Meer,female
4797,Tussendek,null
4798,Tutein Nolthenius straat,null
4799,Twee Koningskinderen straat,male
4800,Tweede Amstelvliet pad,male
4801,Tweede Anjeliersdwars straat,male
4802,Tweede Atjeh straat,male
4803,Tweede Bloemdwars straat,male
4804,Tweede Boerhaave straat,male
4805,Tweede Boomdwars straat,male
4806,Tweede Breeuwers straat,male
4807,Tweede Helmers straat,male
4808,Tweede Hugo De Groot straat,male
4809,Tweede Jacob Van Campen straat,male
4810,Tweede Jan Steen straat,male
4811,Tweede Jan Van Der Heijden straat,male
4812,Tweede Keuchenius straat,male
4813,Tweede Kostverloren kade,male
4814,Tweede Laurierdwars straat,male
4815,Tweede Leeghwater straat,male
4816,Tweede Leliedwars straat,male
4817,Tweede Lindendwars straat,male
4818,Tweede Looiersdwars straat,male
4819,Tweede Marnixdwars straat,male
4820,Tweede Marnix plantsoen,male
4821,Tweede Nassau straat,male
4822,Tweede Oosterpark straat,male
4823,Tweede Passeerdersdwars straat,male
4824,Tweede Rozendwars straat,male
4825,Tweede Schinkel straat,male
4826,Tweede Sweelinck straat,male
4827,Tweede Tuindwars straat,male
4828,Tweede Van Der Helst straat,male
4829,Tweede Van Swinden straat,male
4830,Tweede Vogel straat,male
4831,Tweede Weteringdwars straat,male
4832,Tweede Wetering plantsoen,male
4833,Tweede Wittenburgerdwars straat,male
4834,Tweelingen hof,null
4835,Twello straat,null
4836,Twente straat,male
4837,Twikkel,null
4838,Twiske straat,null
4839,U.J. Klaren straat,null
4840,Ubbo Emmius hof,male
4841,Uffizi laan,female
4842,Uilenburger steeg,null
4843,Uilenburgerwerf,null
4844,Uilen gouw,male
4845,Uilenstede,null
4846,Uitdammer Dorps straat,null
4847,Uitweg pad,null
4848,Uiver brug,null
4849,Ukkel hof,null
4850,Uranus straat,male
4851,Urk straat,male
4852,Ursemmer pad,null
4853,Utopia,male
4854,Utrechtsedwars straat,null
4855,Utrechtse straat,null
4856,Vaalmuiden,null
4857,Vaart straat,male
4858,Van Bosse straat,male
4859,Uitdammer dijk,null
4860,Uiterwaarden straat,null
4861,Uitgeest straat,null
4862,Uithoorn straat,null
4863,Valburg dreef,null
4864,Valckenier straat,null
4865,Valentijn kade,male
4866,Valerius plein,male
4867,Valerius straat,male
4868,Valeriusterras,null
4869,Valkenburger straat,null
4870,Valkenisse weg,null
4871,Valkenstein,null
4872,Valken weg,male
4873,Valk hof,female
4874,Valkkoog straat,null
4875,Valreep,null
4876,Valscherm kade,null
4877,Valuta boulevard,male
4878,Van 'T Hoff laan,male
4879,Van Abbe straat,male
4880,Van Alphen straat,male
4881,Van Baerle straat,male
4882,Van Beuningen plein,male
4883,Van Beuningen straat,male
4884,Van Bleiswijk straat,male
4885,Van Boetzelaer straat,male
4886,Van Bommel-Van Dam pad,male
4887,Van Boshuizen straat,male
4888,Van Bosse pad,male
4889,Van Brakel straat,male
4890,Van Bree straat,male
4891,Van Brienenhofje,male
4892,Van Den Veer plein,male
4893,Van Der Boechorst straat,male
4894,Van Der Duijn straat,male
4895,Van Der Helst plein,male
4896,Van Der Hoop straat,male
4897,Van Der Kun straat,male
4898,Van Der Palm kade,male
4899,Van Der Pek plein,male
4900,Van Der Sande Lacoste brug,male
4901,Van Der Vijver straat,male
4902,Van Diemen kade,male
4903,Van Diemen straat,male
4904,Van Eeghen laan,male
4905,Van Eeghen straat,male
4906,Van Effen straat,male
4907,Van Gent straat,male
4908,Van Gilse straat,male
4909,Van Hall brug,male
4910,Van Lim burg Stirum straat,male
4911,Van Hall straat,male
4912,Van Hanxleden Houwert straat,male
4913,Van Heemskerck straat,male
4914,Van Heenvliet laan,male
4915,Van Helt Stocade straat,male
4916,Van Hilligaert straat,male
4917,Van Hogendorp plein,male
4918,Van Hogendorp straat,male
4919,Van Houweningen straat,male
4920,Van Karnebeek straat,male
4921,Van Kinsbergen straat,male
4922,Van Koetsveld straat,male
4923,Van Leijenbergh laan,male
4924,Van Miereveld straat,male
4925,Van Mierlo brug,male
4926,Van Moerkerken straat,male
4927,Van Mourik Broekman straat,male
4928,Van Musschenbroek straat,male
4929,Van Neck straat,male
4930,Van Nijenrode weg,male
4931,Van Noordt kade,male
4932,Van Oldenbarneveldt plein,male
4933,Van Oldenbarneveldt straat,male
4934,Van Ollefen straat,male
4935,Van Ostade straat,male
4936,Van Rappard straat,male
4937,Van Reede straat,male
4938,Van Reenen straat,male
4939,Van Reigersbergen straat,male
4940,Van Rensselaer straat,male
4941,Vee laan,female
4942,Van Riebeeckhaven weg,male
4943,Van Slingelandt brug,male
4944,Van Slingelandt plein,male
4945,Van Speijk straat,male
4946,Van Suchtelen Van De Haare straat,male
4947,Van Tuyll Van Serooskerken plein,male
4948,Van Tuyll Van Serooskerken weg,male
4949,Van Walbeeck straat,male
4950,Van Wou straat,male
4951,Van Zeggelaar straat,male
4952,Vancouver straat,male
4953,Varen weg,female
4954,Varik straat,male
4955,Varkenssluis,null
4956,Vecht straat,null
4957,Veemarkt,null
4958,Veembroeder hof,null
4959,Veem kade,female
4960,Veenbes straat,null
4961,Veeneik brug,null
4962,Veeneik pad,null
4963,Veenendaal plein,null
